user_id,task,status,created_at ,name,sphere_text,sphere_page_id,start_datetime,end_datetime,type,project,chatGPT_comment,csat
463101164.0,,,,Сборы,Вспомогательное: Организация жизни,180f9462-b7b5-8077-9478-c31d1ec56143,2025-06-14T12:30:00Z,2025-06-14T12:45:00Z,ChatGPTактивность,,—,
463101164.0,,,,Мытьё,Здоровье: Тело,180f9462-b7b5-80bc-a5a2-edfde956bb85,2025-06-14T12:40:00Z,2025-06-14T12:47:00Z,ChatGPTактивность,,—,
463101164.0,,,,Ходьба до электрички,Вспомогательное: Перемещение,180f9462-b7b5-806b-a4c5-f2f8df204eea,2025-06-14T12:47:00Z,2025-06-14T13:06:00Z,ChatGPTактивность,,—,
463101164.0,,,,Поездка на электричке,Вспомогательное: Перемещение,180f9462-b7b5-806b-a4c5-f2f8df204eea,2025-06-14T13:06:00Z,2025-06-14T14:06:00Z,ChatGPTактивность,,—,
463101164.0,,,,Написать промпт для Чаджбета,Вспомогательное: Цифровой быт,180f9462-b7b5-8021-8714-ea55118c5982,2025-06-14T18:00:00Z,2025-06-14T18:10:00Z,ChatGPTтаск,,"Чтобы получить не готовое решение, а инструкцию по решению ""сдачки"", выполните:
1. Кратко опишите контекст задачи и цель промпта.
2. Попросите не код, а алгоритм решения с разбивкой на шаги.
3. Уточните ограничения (язык, формат, длину ответа).
4. Приведите пример входных данных и формат ожидаемого описания.
Пример запроса: «Опиши пошаговую стратегию решения задачи X, не давая готового кода, укажи формат пользовательского запроса к боту, какие ключевые условия он должен включать, чтобы получить именно инструкцию, а не решение.»",
463101164.0,,,,Исправить отображение времени в боте,Вспомогательное: Цифровой быт,180f9462-b7b5-8021-8714-ea55118c5982,2025-06-14T18:10:00Z,2025-06-14T18:20:00Z,ChatGPTтаск,,"План фикса отображения времени:
1. Найти в коде место форматирования времени (функция или шаблон).
2. Убедиться, что учитывается нужная часовая зона или locale (например, ru-RU).
3. Заменить ручную сборку строк на стандартные методы: date.toLocaleTimeString('ru-RU',{hour:'2-digit',minute:'2-digit'}) или использовать date-fns/moment.js.
4. Написать юнит-тесты: проверка разных часов и минут.
5. Проверить отображение в UI после сборки.",
463101164.0,,,,Подготовка к стратсессии в элке,Созидание: Работа,180f9462-b7b5-80b9-b1f7-eb4241a5119a,2025-06-14T13:17:39Z,2025-06-14T14:17:39Z,ChatGPTактивность,,—,
463101164.0,,,,Дорога к месту сбора,Перемещение,180f9462-b7b5-806b-a4c5-f2f8df204eea,2025-06-14T14:07:39Z,2025-06-14T14:17:39Z,ChatGPTактивность,,—,
463101164.0,,,,Стратсессия,Созидание: Работа,180f9462-b7b5-80b9-b1f7-eb4241a5119a,2025-06-14T14:00:00Z,2025-06-14T16:00:00Z,ChatGPTмероприятие,,"Рекомендации по подготовке к стратсессии:
- Подготовить презентацию с ключевыми метриками и результатами за период
- Составить план воркшопа: цели, структура, тайминги
- Подготовить раздаточные материалы и шаблоны для групповой работы
- Сформулировать список вопросов для обсуждения и проблемных зон
- Проверить техническое оснащение (проектор, микрофоны, конференц-связь)
- Собрать контактные данные участников и разослать им напоминание",
463101164.0,,,,Подготовка к стратсессии в Элке,Созидание: Работа,180f9462-b7b5-80b9-b1f7-eb4241a5119a,2025-06-14T13:19:32Z,2025-06-14T14:19:32Z,ChatGPTактивность,,—,
463101164.0,,,,Переход к месту сбора,Вспомогательное: Перемещение,180f9462-b7b5-806b-a4c5-f2f8df204eea,2025-06-14T14:09:32Z,2025-06-14T14:21:32Z,ChatGPTактивность,,—,
463101164.0,,,,Стратсессия в Элке,Созидание: Работа,180f9462-b7b5-80b9-b1f7-eb4241a5119a,2025-06-14T14:00:00Z,2025-06-14T16:00:00Z,ChatGPTмероприятие,,"Рекомендации по подготовке:
1. Уточнить цели и повестку стратсессии.
2. Проверить и обновить презентацию: добавить актуальные данные и иллюстрации.
3. Подготовить материалы для воркшопа (раздатки, шаблоны).
4. Захватить ноутбук, зарядное устройство и необходимые адаптеры.
5. Ознакомиться с предыдущими итогами и ключевыми показателями проекта.
6. Составить список вопросов для обсуждения: точки роста, риски, идеи.
7. Приготовить блокнот или планшет для заметок.",
463101164.0,,,,Пешеходная прогулка к поезду,Перемещение,180f9462-b7b5-806b-a4c5-f2f8df204eea,2025-06-14T18:15:00Z,2025-06-14T18:16:00Z,ChatGPTактивность,,—,
463101164.0,,,,Ожидание поезда,Перемещение,180f9462-b7b5-806b-a4c5-f2f8df204eea,2025-06-14T18:26:26Z,2025-06-14T18:27:26Z,ChatGPTактивность,,—,
463101164.0,,,,Разработать WBS для идей Астроцессии,Созидание: Предпринимательство,180f9462-b7b5-804b-b641-cadd1a961d5e,2025-06-15T10:00:00Z,2025-06-15T10:01:00Z,ChatGPTтаск,Астра ИИ — ассистент учителя,"Для выполнения задачи предлагаю алгоритм помощи:
1. Согласовать и собрать полный список идей по проекту «Астроцессии по Астре».
2. Определить ключевые фазы проекта (например: исследование, дизайн, реализация, тестирование).
3. Для каждой фазы разбить работу на иерархию задач (уровень 1 – фаза, уровень 2 – подпроцессы, уровень 3 – конкретные действия).
4. Сформировать WBS-диаграмму или таблицу (могу предложить шаблон в Excel/Notion).
5. При необходимости сразу заполнить первый уровень структуры и утвердить формат.

Сообщите формат (диаграмма/таблица) и предпочтительные инструменты — подготовлю готовый шаблон и пример.",
463101164.0,,,,Уведомление в 10:00 или при получении сообщения,Вспомогательное: Организация жизни,180f9462-b7b5-8077-9478-c31d1ec56143,2025-06-14T18:41:46Z,2025-06-14T19:11:46Z,ChatGPTтаск,,Анализ: требуется реализовать два сценария уведомления — по расписанию (10:00) и по событию (входящее сообщение). Конкретные шаги: 1) добавить планировщик задач для отправки уведомления в 10:00; 2) настроить слушатель входящих сообщений (webhook/бот-апи); 3) унифицировать логику формирования и отправки уведомления; 4) протестировать оба кейса в разных условиях.,
463101164.0,,,,Дашборд-уведомление о запланированном на сегодня,Вспомогательное: Организация жизни,180f9462-b7b5-8077-9478-c31d1ec56143,2025-06-14T18:41:46Z,2025-06-14T19:11:46Z,ChatGPTтаск,,"Анализ: нужно собирать данные о задачах/событиях на текущий день и выводить их в компактном уведомлении-дашборде. Шаги: 1) определить источник данных (календарь, БД); 2) реализовать API для выборки сегодняшних записей; 3) создать UI-компонент дашборда; 4) настроить отправку push-уведомления с кратким содержимым; 5) провести end-to-end тестирование.",
463101164.0,,,,Добавить возможность создания привычек,Вспомогательное: Организация жизни,180f9462-b7b5-8077-9478-c31d1ec56143,2025-06-14T18:41:46Z,2025-06-14T18:42:46Z,ChatGPTтаск,,"Анализ: для управления привычками необходим CRUD-интерфейс. Шаги: 1) спроектировать модель данных привычки (название, частота, напоминания); 2) добавить UI/форму для создания и редактирования привычек; 3) обеспечить сохранение и загрузку привычек из БД; 4) провести модульное тестирование.",
463101164.0,,,,Настройка бота для опроса о выполнении привычек,Вспомогательное: Организация жизни,180f9462-b7b5-8077-9478-c31d1ec56143,2025-06-14T18:41:46Z,2025-06-14T18:42:46Z,ChatGPTтаск,,"Анализ: бот должен при добавлении любой записи спрашивать, выполнены ли привычки за день. Шаги: 1) перехватить событие создания записи; 2) добавить диалоговый блок с вопросом о статусе привычек; 3) сохранить ответ пользователя; 4) при необходимости отправлять напоминания о невыполненных привычках; 5) протестировать сценарий.",
463101164.0,,,,Описание первых 4 постов,Социум: Личный бренд,210f9462-b7b5-80c7-a777-f7d389670453,2025-06-15T08:00:00Z,2025-06-15T09:00:00Z,ChatGPTтаск,,"Аналитика и шаги помощи:
1. Определим цель и ЦА: уточните, кто ваши подписчики и чего вы хотите добиться первыми постами (знакомство, авторитет, вовлечение).
2. Сформулируем тематику 4 постов. Например:
   • Пост 1: Знакомство с автором и ценности группы
   • Пост 2: Решаемая проблема аудитории
   • Пост 3: Кейсовая история или отзыв
   • Пост 4: Практический лайфхак или чек-лист
3. Составим структуру каждого поста: заголовок, вводная, ключевая идея, иллюстрирующий пример, призыв к действию.
4. Сразу подготовлю черновые тексты: вы получите полный текст для каждого из 4 постов в нужном тоне и формате.

Готов приступить к генерации – уточните, пожалуйста, тональность (официальная/дружеская), длину и формат публикации (текст/карусель).",
463101164.0,,,,Добавить обработку ошибки загрузки видео из YouTube,Организация жизни,180f9462-b7b5-8077-9478-c31d1ec56143,2025-06-14T19:03:57Z,2025-06-14T19:04:57Z,ChatGPTтаск,,"Аналитика: нужно расширить текущий алгоритм загрузки, чтобы в случае неуспеха сохранять исходную ссылку и корректно информировать пользователя. Шаги помощи: 1) Обернуть вызов API загрузки в блок try/catch. 2) В catch сохранять URL в базу (или файл) с пометкой «Не загружено». 3) Отправлять пользователю сообщение: «Не удалось скачать видео, вот ссылка: <URL>». 4) Написать unit-тесты на поведение для коротких и долгих видео. Пример (Node.js):

```js
async function downloadYouTube(url) {
  try {
    const data = await youtubeAPI.getVideo(url);
    // сохранение видео
  } catch (error) {
    await db.save({ url, status: 'failed' });
    return { success: false, message: `Не удалось скачать видео, вот ссылка: ${url}` };
  }
  return { success: true };
}
```",
463101164.0,,,,Создать страницы по сферам в ноутбуке,Организация жизни,180f9462-b7b5-8077-9478-c31d1ec56143,2025-06-14T19:03:57Z,2025-06-14T19:04:57Z,ChatGPTтаск,,"Аналитика: нужно оформить отдельные разделы для каждой из сфер жизни, чтобы можно было фильтровать и выполнять задачи по категориям. Шаги помощи: 1) Список сфер взять из вашего справочника. 2) В ноутбуке (Notion/DevBook) создать шаблон страницы с заголовком, чек-листом и таблицей задач. 3) Для каждой сферы продублировать этот шаблон и настроить ссылки на соответствующие фильтры. 4) Предложить структуру: «Название сферы», «Текущие задачи», «Архив выполненных», «Шаблоны». 5) Дать пример кода экспорта/импорта этих страниц через API Notion.",
463101164.0,,,,Обработка ошибки скачивания видео,Организация жизни,180f9462-b7b5-8077-9478-c31d1ec56143,2025-06-14T19:04:46Z,2025-06-14T19:05:46Z,ChatGPTтаск,Организация жизни,"Анализ: нужно добавить в логику бота двухработника задачу по обработке неуспешного скачивания: если youtube-dl (или аналог) возвращает ошибку, сохранять в базу/список URL и отправлять пользователю сообщение ""Не удалось скачать видео, вот ссылка"". Конкретные шаги:
1. Обернуть вызов скачивания в try/catch (или промис .catch).
2. При исключении: записать входящий URL в таблицу задач/ошибок.
3. В ответ пользователю отправить текст: «Не получилось скачать видео, но ссылка сохранена: <URL>».
4. Для долгих видео можно перед скачиванием проверять длину или заранее предупреждать, а при таймауте тоже триггерить это же обработчик.
5. Написать юнит-тесты: эмулировать ошибку и проверить, что ссылка сохраняется и сообщение отправляется.",
463101164.0,,,,Создать страницы по сферам в Notion,Организация жизни,180f9462-b7b5-8077-9478-c31d1ec56143,2025-06-14T19:04:46Z,2025-06-14T19:05:46Z,ChatGPTтаск,Организация жизни,"Анализ: нужно в рабочем пространстве Notion создать отдельные страницы для каждой из сфер (например, «Здоровье: тело», «Познание: обучение» и т.д.), чтобы в них выводить соответствующие задачи. Конкретные шаги:
1. Собрать список сфер и их ID/названий.
2. Через Notion API или вручную создать главную страницу «Сферы».
3. Внутри «Сферы» создать дочерние страницы для каждой: задать название, иконку, свойства (фильтр по сфере).
4. В каждую страницу вставить связанный виджет со списком задач (Relation + Rollup) по данной сфере.
5. Протестировать навигацию: при переходе в страницу видно только задачи этой сферы.
6. Описать инструкцию для команды/пользователя по добавлению новых сфер или задач.",
463101164.0,,,,Купить цветы,Вспомогательное: Быт,180f9462-b7b5-801c-adfd-fd7c5e3393db,2025-06-15T06:00:00Z,2025-06-15T06:01:00Z,ChatGPTтаск,,"Чтобы выполнить задачу «Купить цветы» на завтра:
1. Определите бюджет (например, 500–1000 ₽).
2. Найдите близлежащие цветочные магазины с хорошими отзывами.
3. Выберите букет или горшечное растение.
4. Оформите предзаказ онлайн или позвоните в магазин.
5. Добавьте напоминание за час до похода в магазин.",
463101164.0,,,,Добавить обработку ошибок при скачивании видео с YouTube,Организация жизни,180f9462-b7b5-8077-9478-c31d1ec56143,2025-06-14T20:12:20Z,2025-06-14T20:13:20Z,ChatGPTтаск,Бот для Организации Жизни,"Аналитика: нужно доработать модуль скачивания видео в боте, чтобы при неудаче не прерывать процесс и сохранить ссылку. Шаги помощи:
1. Найти функцию или сервис, отвечающий за скачивание из YouTube.
2. Обернуть вызов в блок try/catch или Promise.catch.
3. В обработчике ошибки сохранять URL в базу данных или файл.
4. Отправлять пользователю сообщение «Не удалось скачать видео, ссылка сохранена». Можно адаптировать текст для долгих видео.
5. Покрыть юнит-тестами ситуацию неудачного скачивания и проверить на длинных видео.",
463101164.0,,,,Создать страницы по сферам в Notion,Организация жизни,180f9462-b7b5-8077-9478-c31d1ec56143,2025-06-14T20:12:20Z,2025-06-14T20:13:20Z,ChatGPTтаск,,"Аналитика: необходимо в рабочем пространстве Notion создать отдельные страницы для каждой жизненной сферы, чтобы собирать и выполнять задачи по категориям. Чек-лист подготовки:
1. Составить список всех сфер из структуры (Организация жизни, Здоровье, Познание и т.д.).
2. Создать в Notion корневую страницу «Сферы жизни».
3. Для каждой сферы добавить подстраницу с названием и описанием.
4. Спроектировать шаблон страницы (свойства: задача, дедлайн, статус).
5. Проверить, что навигация работает и можно быстро переходить между сферами.
6. При необходимости настроить автоматические шаблоны через API или интеграции.",
463101164.0,,,,Сон,Здоровье: Расслабление,180f9462-b7b5-8078-9045-ee77e03eccaf,2025-06-14T22:00:00Z,2025-06-15T07:00:00Z,ChatGPTактивность,,—,
463101164.0,,,,Проспал будильники,Здоровье: Расслабление,180f9462-b7b5-8078-9045-ee77e03eccaf,2025-06-15T07:00:00Z,2025-06-15T07:30:00Z,ChatGPTактивность,,—,
463101164.0,,,,Общение с Лерой,Социум: Социальные круги,180f9462-b7b5-803d-a24e-fb95ca3d8bd5,2025-06-15T07:30:00Z,2025-06-15T07:31:00Z,ChatGPTактивность,,—,
463101164.0,,,,"Утренний туалет (умывание, чистка зубов, туалет)",Здоровье: Тело,180f9462-b7b5-80bc-a5a2-edfde956bb85,2025-06-15T07:30:00Z,2025-06-15T07:40:00Z,ChatGPTактивность,,—,
463101164.0,,,,Мытье посуды и запуск посудомойки,Вспомогательное: Быт,180f9462-b7b5-801c-adfd-fd7c5e3393db,2025-06-15T07:40:00Z,2025-06-15T07:52:00Z,ChatGPTактивность,,—,
463101164.0,,,,Прием пищи,Здоровье: Питание,180f9462-b7b5-8019-ad52-dbe1ca7d4676,2025-06-15T07:53:00Z,2025-06-15T08:00:00Z,ChatGPTактивность,,—,
463101164.0,,,,Поход в туалет,Здоровье: Тело,180f9462-b7b5-80bc-a5a2-edfde956bb85,2025-06-15T10:00:00Z,2025-06-15T10:05:00Z,ChatGPTактивность,,—,
463101164.0,,,,Проверка Telegram,Социум: Политика и новости,180f9462-b7b5-80af-984a-faf859e80560,2025-06-15T10:00:00Z,2025-06-15T10:05:00Z,ChatGPTактивность,,—,
463101164.0,,,,Сон,Здоровье: Расслабление,180f9462-b7b5-8078-9045-ee77e03eccaf,2025-06-15T13:14:26Z,2025-06-15T13:15:26Z,ChatGPTактивность,,—,
463101164.0,,,,Приготовление еды,Питание,180f9462-b7b5-8019-ad52-dbe1ca7d4676,2025-06-15T14:10:00Z,2025-06-15T14:20:00Z,ChatGPTактивность,,—,
463101164.0,,,,Прием пищи,Питание,180f9462-b7b5-8019-ad52-dbe1ca7d4676,2025-06-15T14:20:00Z,2025-06-15T14:40:00Z,ChatGPTактивность,,—,
463101164.0,,,,Просмотр «Редакция»,Политика и новости,180f9462-b7b5-80af-984a-faf859e80560,2025-06-15T14:20:00Z,2025-06-15T14:40:00Z,ChatGPTактивность,,—,
463101164.0,,,,Разговор с мамой,👯‍♀️ Социум: Своя семья,180f9462-b7b5-8060-9200-e04e2dc81550,2025-06-15T02:40:00Z,2025-06-15T03:17:00Z,ChatGPTмероприятие,,"Чек-лист подготовки к разговору с мамой:
- Подготовьте темы для обсуждения: её самочувствие, планы на неделю, семейные новости.
- Найдите спокойное, уютное место без отвлекающих факторов.
- Приготовьте напитки (чай, кофе) и лёгкий перекус.
- Сформулируйте вопросы: «Как у тебя дела?», «Нужна ли помощь?».",
463101164.0,,,,Сборы к прогулке с Лерой,👯‍♀️ Социум: Своя семья,180f9462-b7b5-8060-9200-e04e2dc81550,2025-06-15T03:17:00Z,2025-06-15T03:25:00Z,ChatGPTмероприятие,,"Чек-лист подготовки к прогулке:
- Проверьте прогноз погоды и выберите подходящую одежду.
- Обувь: удобная и по погоде.
- Возьмите бутылку воды и лёгкую закуску.
- Зарядите телефон и возьмите наушники.
- Проверьте маршрут и время пути.",
463101164.0,,,,Прогулка с Лерой,👯‍♀️ Социум: Своя семья,180f9462-b7b5-8060-9200-e04e2dc81550,2025-06-15T03:25:00Z,2025-06-15T16:00:00Z,ChatGPTмероприятие,,"Рекомендации для прогулки:
- Продумайте маршрут: парки, набережная или любимые места.
- Возьмите лёгкие закуски и напитки.
- Зарядите устройство для фото и Power Bank.
- Запланируйте остановку в кафе или на лавочке для отдыха.
- Проверьте время возвращения.",
463101164.0,,,,Покупка цветов для Леры,👯‍♀️ Социум: Своя семья,180f9462-b7b5-8060-9200-e04e2dc81550,2025-06-15T15:18:05Z,2025-06-15T15:19:05Z,ChatGPTтаск,,"1. СДЕЛАНО: нет
2. ПРОМПТ: ""Составь чек-лист для покупки цветов, учитывая следующие параметры:\n- Бюджет: <минимальный и максимальный бюджет>\n- Предпочтения Леры: <любимые цветы или цвета>\n- Место покупки: <рынок, онлайн-магазин, цветочный киоск>\n- Время и дата покупки: <когда планируете купить>""
3. ПРЕДЛОЖЕНИЕ: -",
463101164.0,,,,Общение с мамой,Социум: Своя семья,180f9462-b7b5-8060-9200-e04e2dc81550,2025-06-15T02:40:00Z,2025-06-15T03:17:00Z,ChatGPTмероприятие,,"Рекомендации по подготовке:
- Составьте список тем для разговора (здоровье, планы, семейные новости).
- Подготовьте вопросы о самочувствии и делах мамы.
- Убедитесь в стабильности связи (если звонок) и выберите тихое место.
- Зарядите устройство и проверьте качество связи.",
463101164.0,,,,Сборы на прогулку с Лерой,Социум: Социальные круги,180f9462-b7b5-803d-a24e-fb95ca3d8bd5,2025-06-15T03:17:00Z,2025-06-15T03:25:00Z,ChatGPTактивность,,—,
463101164.0,,,,Прогулка с Лерой,Социум: Социальные круги,180f9462-b7b5-803d-a24e-fb95ca3d8bd5,2025-06-15T03:25:00Z,2025-06-15T16:00:00Z,ChatGPTмероприятие,,"Рекомендации по подготовке:
- Проверьте прогноз погоды.
- Наденьте удобную одежду и обувь.
- Возьмите воду и лёгкий перекус.
- Определите маршрут прогулки заранее.
- Возьмите телефон, кошелёк и документы.",
463101164.0,,,,Покупка цветов для Леры,Социум: Социальные круги,180f9462-b7b5-803d-a24e-fb95ca3d8bd5,2025-06-15T03:25:00Z,2025-06-15T03:26:00Z,ChatGPTактивность,,—,
463101164.0,,,,Встреча с инвесторами,Созидание: Предпринимательство,180f9462-b7b5-804b-b641-cadd1a961d5e,2025-06-16T09:00:00Z,2025-06-16T09:01:00Z,ChatGPTмероприятие,,"Рекомендации по подготовке:
- Презентация (pitch deck) с ключевыми метриками и прогнозами
- Последние финансовые отчёты и прогнозы
- Анализ рынка и конкурентов
- Список вопросов к инвесторам (о размере и условиях инвестиций, их ожиданиях)
- Технические средства: ноутбук, проектор/адаптеры, запасной USB-накопитель

Возможные темы для обсуждения:
- Размер и структура сделки
- Ожидаемая доля и оценка стартапа
- План использования привлечённых средств
- Таймлайн ключевых этапов развития",
463101164.0,,,,Курс ПМЛ,Познание: Обучение,180f9462-b7b5-80fd-93bc-eb429c0140f4,2025-06-16T10:00:00Z,2025-06-16T10:01:00Z,ChatGPTактивность,,—,
463101164.0,,,,Большой теннис,Здоровье: Тело,180f9462-b7b5-80bc-a5a2-edfde956bb85,2025-06-16T15:00:00Z,2025-06-16T15:01:00Z,ChatGPTактивность,,—,
463101164.0,,,,Встреча с инвесторами,Созидание: Предпринимательство,180f9462-b7b5-804b-b641-cadd1a961d5e,2025-06-16T09:00:00Z,2025-06-16T09:01:00Z,ChatGPTмероприятие,,"Чек-лист подготовки к встрече с инвесторами:
1. Материалы:
   • Актуальный pitch deck и финансовая модель
   • Краткое резюме продукта (one-pager)
   • Список текущих KPI и метрик стартапа
2. Вопросы к инвесторам:
   • Какие условия инвестирования вы рассматриваете?
   • На каком этапе роста проекта вы предпочитаете входить?
   • Какие ресурсы и экспертизу можете предложить помимо денег?
3. Дополнительно:
   • Провести репетицию презентации перед коллегой
   • Проверить работу оборудования для демонстрации (проектор, ноутбук)
   • Уточнить формат и продолжительность встречи у инвесторов",
463101164.0,,,,Курс по ML,Познание: Обучение,180f9462-b7b5-80fd-93bc-eb429c0140f4,2025-06-16T10:00:00Z,2025-06-16T10:01:00Z,ChatGPTмероприятие,,"Чек-лист подготовки к онлайн-курсу по ML:
1. Материалы и доступ:
   • Ссылки и логин/пароль для платформы курса
   • Скачанные предварительные лекции и презентации
   • Установленные библиотеки (Python, TensorFlow/PyTorch)
2. Технические средства:
   • Зарядка ноутбука и надёжный интернет
   • Наушники с микрофоном
3. Вопросы для лекторов:
   • Какой опыт работы над реальными ML-проектами планируется?
   • Какая база данных и вычислительные мощности нужны для домашних заданий?
   • Где можно найти примеры решений?",
463101164.0,,,,Игра в большой теннис,Здоровье: Тело,180f9462-b7b5-80bc-a5a2-edfde956bb85,2025-06-16T14:00:00Z,2025-06-16T14:01:00Z,ChatGPTмероприятие,,"Чек-лист подготовки к теннисному матчу:
1. Экипировка:
   • Ракетка и запасные струны/ручка
   • Спортивная форма и сменная обувь
   • Бутылка воды и полотенце
2. Локация:
   • Подтвердить бронирование корта
   • Уточнить время и адрес площадки
3. Физическая разминка:
   • Лёгкая пробежка 5–10 минут
   • Растяжка плеч, запястий и ног
4. Дополнительно:
   • Проверить прогноз погоды (при уличном корте)
   • Захватить закуски для восстановления сил",
